,Time,gLong,sLap,vCar,gLat,Lap,aCamberFL,aCamberFR,aSlipFL,aSlipFR,FzTyreFL,FzTyreFR
28,5.6000000000000005,1.0653038735431906,583.6726933735406,228.74058102666908,-0.8845056119254374,1.0,7.862217430800072,7.862217430800072,-0.7076044895403499,-0.7076044895403499,3887.15606819161,3858.907475599574
29,5.800000000000001,1.050549210741786,592.669745449021,231.16788004489777,-0.4209381095962496,1.0,7.935036401346933,7.935036401346933,-0.3367504876769997,-0.3367504876769997,3763.7673462591233,3808.385743352996
30,6.0,1.0,602.0,233.6,7.008282842946301e-16,1.0,8.008,8.008,5.606626274357041e-16,5.606626274357041e-16,3869.6434755475143,3875.1565039495995
31,6.2,0.9069248783577695,612.127927000823,236.20708808916817,0.33602716329343857,1.0,8.086212642675044,8.086212642675044,0.26882173063475084,0.26882173063475084,3961.446712532664,3884.417701931399
32,6.4,0.779746801292738,623.1035755231775,239.0048364610747,0.5881294025589126,1.0,8.17014509383224,8.17014509383224,0.4705035220471301,0.4705035220471301,3925.0240555390014,3897.1442622584273
33,6.6000000000000005,0.6306773038919754,634.8733894130876,241.97032350226212,0.7681096340324565,1.0,8.259109705067864,8.259109705067864,0.6144877072259652,0.6144877072259652,4009.605873691325,4007.751556923457
34,6.800000000000001,0.4719279212425507,647.3838125165764,245.0806275992727,0.8877707739501028,1.0,8.35241882797818,8.35241882797818,0.7102166191600823,0.7102166191600823,4108.109581789588,4054.7711800072707
35,7.0,0.3157101884315345,660.5812886796684,248.31282713864894,0.9589157385478851,1.0,8.449384814159469,8.449384814159469,0.7671325908383082,0.7671325908383082,4066.5471095533435,4146.161632398122
36,7.2,0.17423564054599494,674.4122617483868,251.6440005069333,0.993347444061837,1.0,8.549320015208,8.549320015208,0.7946779552494696,0.7946779552494696,4307.6405984985995,4322.876306765045
37,7.4,0.0597158126730018,688.8231755687555,255.05122609066814,1.002868806727991,1.0,8.651536782720044,8.651536782720044,0.8022950453823928,0.8022950453823928,4232.178641095892,4244.635523638157
38,7.6000000000000005,-0.015637760100374376,703.760473986798,258.5115822763959,0.9992827427823808,1.0,8.755347468291877,8.755347468291877,0.7994261942259047,0.7994261942259047,4461.239963460329,4462.989799859135
39,7.800000000000001,-0.03961354268706496,719.1706008485384,262.0021474506591,0.9943921684610393,1.0,8.860064423519773,8.860064423519773,0.7955137347688315,0.7955137347688315,4566.135506385833,4503.586866124906
40,8.0,-1.1102230246251565e-16,735.0000000000001,265.5,1.0,1.0,8.965,8.965,0.8,0.8,4506.646429493733,4493.890354416184
41,8.200000000000001,0.10883431701180828,751.2015436736323,268.9706817347991,1.024679021425662,1.0,9.069120452043972,9.069120452043972,0.8197432171405297,0.8197432171405297,4513.786961159401,4445.68113757676
42,8.4,0.26620051325501465,767.7538176475864,272.33358816078874,1.0640814879258915,1.0,9.170007644823661,9.170007644823661,0.8512651903407132,0.8512651903407132,4597.386854458046,4596.837066168673
43,8.6,0.444829607600195,784.6418360864387,275.49657820753913,1.1106295224789204,1.0,9.264897346226174,9.264897346226174,0.8885036179831364,0.8885036179831364,4676.420749933416,4639.451842330416
44,8.8,0.6174526189179258,801.8506131547664,278.36751080462074,1.1567452480629807,1.0,9.351025324138622,9.351025324138622,0.9253961984503847,0.9253961984503847,4885.646022158636,4852.734055992496
45,9.0,0.7568005660787783,819.3651630171455,280.8542448816037,1.1948507876563046,1.0,9.42562734644811,9.42562734644811,0.9558806301250438,0.9558806301250438,4799.2194554064,4831.854735003423
46,9.200000000000001,0.8356044679533289,837.170499838153,282.86463936805836,1.217368264237124,1.0,9.48593918104175,9.48593918104175,0.9738946113896992,0.9738946113896992,4960.679260473826,5012.390083166423
47,9.4,0.8265953434121519,855.2516377823656,284.30655319355503,1.2167198007836713,1.0,9.529196595806651,9.529196595806651,0.973375840626937,0.973375840626937,4859.639836049902,4835.192369684445
48,9.600000000000001,0.7025042113258203,873.5935910143601,285.08784528766404,1.1853275202741778,1.0,9.55263535862992,9.55263535862992,0.9482620162193423,0.9482620162193423,4869.435173093394,4833.7418977597945
49,9.8,0.43606209056491174,892.1813736987125,285.11637457995556,1.1156135456868768,1.0,9.553491237398667,9.553491237398667,0.8924908365495015,0.8924908365495015,4872.5390640697715,4810.525631709256
50,10.0,2.220446049250313e-16,911.0000000000002,284.30000000000007,0.9999999999999999,1.0,9.529000000000002,9.529000000000002,0.7999999999999999,0.7999999999999999,4912.891513414309,4886.0343761178265
51,10.200000000000001,-0.6115188467830293,929.9302338306343,282.4888234249559,0.8351633021172973,1.0,9.474664702748678,9.474664702748678,0.6681306416938378,0.6681306416938378,4989.537887833518,4989.7998858532355
52,10.4,-1.3186024573370114,948.4358380943656,279.30191852233446,0.6347970546445996,1.0,9.379057555670034,9.379057555670034,0.5078376437156796,0.5078376437156796,4806.976245885593,4806.6278817074935
53,10.600000000000001,-2.019926644499486,965.8763254427798,274.3006019072349,0.41684915611325074,1.0,9.229018057217047,9.229018057217047,0.3334793248906006,0.3334793248906006,4797.60393240314,4807.975436165307
54,10.8,-2.6141672211079707,981.6112085274627,267.04619019475706,0.19926750505460253,1.0,9.011385705842711,9.011385705842711,0.15941400404368203,0.15941400404368203,4457.23216779369,4497.79702416098
55,11.0,-2.9999999999999996,994.9999999999998,257.1,-2.7755575615628914e-17,1.0,8.713000000000001,8.713000000000001,-2.2204460492503132e-17,-2.2204460492503132e-17,4384.639922949151,4331.501122522734
56,11.200000000000001,-3.10604719098889,1005.6475283040888,244.22544031149926,-0.1622578694262895,1.0,8.326763209344978,8.326763209344978,-0.1298062955410316,-0.1298062955410316,3978.0834647968113,3992.201246925902
57,11.4,-2.9807165917910945,1014.1398850518758,228.99428961153396,-0.265820249228309,1.0,7.8698286883460185,7.8698286883460185,-0.2126561993826472,-0.2126561993826472,3827.0715896781044,3764.2546836771567
58,11.600000000000001,-2.702362397098851,1021.3084776476181,212.18041875581883,-0.28825369431718423,1.0,7.365412562674565,7.365412562674565,-0.2306029554537474,-0.2306029554537474,3673.975644384689,3633.3227281541444
59,11.8,-2.349338801604407,1027.9847134955735,194.55769860006922,-0.2071247596040394,1.0,6.836730958002076,6.836730958002076,-0.16569980768323153,-0.16569980768323153,3386.262220036009,3330.4763879668667
60,12.0,-2.0000000000000004,1035.0000000000002,176.9,2.7755575615628914e-16,1.0,6.307,6.307,2.220446049250313e-16,2.220446049250313e-16,3038.432478147912,3042.256172873918
61,12.200000000000001,-1.716292389261413,1042.95165295301,159.92461532904693,0.3418681755878593,1.0,5.7977384598714075,5.7977384598714075,0.2734945404702875,0.2734945404702875,2732.4609545433614,2715.610330132753
62,12.4,-1.4945311754986137,1051.500621698132,144.12252303153,0.7724839422686367,1.0,5.323675690945899,5.323675690945899,0.6179871538149094,0.6179871538149094,2659.842841069015,2721.0400069558723
63,12.600000000000001,-1.3146237671051055,1060.0737639667489,129.92812306948935,1.232165621155489,1.0,4.89784369208468,4.89784369208468,0.9857324969243912,0.9857324969243912,2382.9284719057378,2351.9261935377144
64,12.8,-1.156477572474399,1068.0979374902436,117.77581540496587,1.6612315333615582,1.0,4.533274462148976,4.533274462148976,1.3289852266892466,1.3289852266892466,2367.951264249302,2291.761185501151
65,13.0,-1.0,1074.9999999999998,108.09999999999998,1.9999999999999996,1.0,4.242999999999999,4.242999999999999,1.5999999999999996,1.5999999999999996,2292.565991309641,2260.4050218679417
66,13.200000000000001,-0.828783251965452,1080.3858598838715,101.16489837231256,2.20278516707486,1.0,4.034946951169377,4.034946951169377,1.7622281336598882,1.7622281336598882,2145.2770553624905,2140.195546050815
67,13.4,-0.6411587062144505,1084.5776281555977,96.55401826234615,2.2798844801537657,1.0,3.896620547870384,3.896620547870384,1.8239075841230126,1.8239075841230126,2026.8607878962177,2077.5631751568085
68,13.600000000000001,-0.43914253448072016,1088.0764664853878,93.68068896622339,2.2555912096952415,1.0,3.8104206689867013,3.8104206689867013,1.8044729677561933,1.8044729677561933,2290.479387133664,2243.3314398298953
69,13.8,-0.22475090849799434,1091.3835365434518,91.95823978006709,2.154198626157811,1.0,3.7587471934020127,3.7587471934020127,1.7233589009262489,1.7233589009262489,2075.0911079126054,1978.8879435331773
70,14.0,8.326672684688674e-17,1095.0,90.80000000000001,2.0000000000000004,1.0,3.724,3.724,1.6000000000000005,1.6000000000000005,2090.332471899008,2092.1087406125685
71,14.200000000000001,0.23142539712322802,1099.3289075115035,89.76699118170251,1.8149911561127026,1.0,3.693009735451075,3.693009735451075,1.4519929248901622,1.4519929248901622,2153.34770295389,2109.019856033711
72,14.4,0.459166000356417,1104.3808656794783,89.01100391908543,1.6119781371163024,1.0,3.6703301175725627,3.6703301175725627,1.289582509693042,1.289582509693042,2182.0589874766583,2116.8904419855894
73,14.600000000000001,0.6711939050279945,1110.0683700917011,88.83152106561705,1.4014695400635482,1.0,3.6649456319685116,3.6649456319685116,1.1211756320508386,1.1211756320508386,2203.929975415211,2171.8684716935622
74,14.8,0.8554812064663804,1116.3039163359495,89.5280254747658,1.1939739620071974,1.0,3.685840764242974,3.685840764242974,0.955179169605758,0.955179169605758,2077.05924405064,2107.2017922137366
75,15.0,0.9999999999999998,1123.0,91.39999999999999,0.9999999999999998,1.0,3.7419999999999995,3.7419999999999995,0.7999999999999998,0.7999999999999998,2173.5182920733123,2079.9472973564707
76,15.200000000000001,1.0950816634725464,1130.0425100701148,94.63593690087731,0.8252502084743261,1.0,3.839078107026319,3.839078107026319,0.6602001667794609,0.6602001667794609,2270.8023198719443,2270.6406027418248
77,15.4,1.1404947047887843,1137.2109091264904,98.98036606131221,0.6562029713810252,1.0,3.969410981839366,3.969410981839366,0.5249623771048202,0.5249623771048202,2160.4854496854136,2229.1628586252423
78,15.600000000000001,1.1383669143687491,1144.2580531478088,104.06682677130848,0.4745306300505591,1.0,4.122004803139254,4.122004803139254,0.37962450404044734,0.37962450404044734,2268.277617395179,2215.724842640405
79,15.8,1.0908260826324758,1150.9367981127511,109.52885832086982,0.2619055258133963,1.0,4.285865749626094,4.285865749626094,0.20952442065071708,0.20952442065071708,2323.359074907082,2311.852762705123
80,16.0,0.9999999999999997,1156.9999999999995,114.99999999999997,1.6653345369377348e-16,1.0,4.449999999999999,4.449999999999999,1.332267629550188e-16,1.332267629550188e-16,2336.8781882678813,2339.781151977058
81,16.2,0.8698372926245637,1162.289109323326,120.17049998098435,-0.3231520427070396,1.0,4.60511499942953,4.60511499942953,-0.25852163416563173,-0.25852163416563173,2273.103287919275,2315.1495679712
82,16.400000000000002,0.711569929592241,1166.9999547368661,124.95744196523464,-0.6940704442166423,1.0,4.748723258957039,4.748723258957039,-0.5552563553733139,-0.5552563553733139,2425.6682768950654,2369.7639329201097
83,16.6,0.5382507157223214,1171.4169594298453,129.334618536444,-1.0929134830855831,1.0,4.88003855609332,4.88003855609332,-0.8743307864684665,-0.8743307864684665,2444.805284567559,2437.034227990895
84,16.8,0.36293245583408723,1175.8245465914906,133.27582227830572,-1.4998394378706557,1.0,4.998274668349172,4.998274668349172,-1.1998715502965245,-1.1998715502965245,2604.852457619555,2574.721053366854
85,17.0,0.1986679547468226,1180.5071394110273,136.75484577451317,-1.8950065871286486,1.0,5.102645373235395,5.102645373235395,-1.516005269702919,-1.516005269702919,2496.0011136173675,2469.2711933238984
86,17.2,0.058510017279812074,1185.749161077682,139.74548160875955,-2.2585732094163498,1.0,5.192364448262786,5.192364448262786,-1.80685856753308,-1.80685856753308,2532.4408629266222,2503.537528900133
87,17.400000000000002,-0.04448855174766159,1191.8350347806804,142.2215223647382,-2.5706975832905528,1.0,5.266645670942146,5.266645670942146,-2.056558066632442,-2.056558066632442,2589.3435059721605,2549.0383174030017
88,17.6,-0.09727494751631,1199.0491837092488,144.1567606261423,-2.8115379873080335,1.0,5.324702818784269,5.324702818784269,-2.249230389846427,-2.249230389846427,2527.975247937528,2549.921826337073
89,17.8,-0.08679636520685091,1207.6760310526136,145.52498897666516,-2.9612527000255873,1.0,5.365749669299954,5.365749669299954,-2.36900216002047,-2.36900216002047,2592.762872690129,2595.4618583964816
90,18.0,-1.1102230246251565e-16,1218.0000000000002,146.3,-3.000000000000001,1.0,5.389,5.389,-2.400000000000001,-2.400000000000001,2586.563738033519,2586.964018163228
91,18.2,0.16788217901816618,1230.0972618972737,146.5151099947353,-2.917260045322363,1.0,5.395453299842059,5.395453299842059,-2.3338080362578904,-2.3338080362578904,2571.0687773819145,2578.2587644135183
92,18.400000000000002,0.3884791071401331,1243.2109807168533,146.4417301190394,-2.7398005122209557,1.0,5.393251903571182,5.393251903571182,-2.1918404097767645,-2.1918404097767645,2615.974220325617,2606.426098741
93,18.6,0.6251349457530123,1256.3760685877958,146.41079524597583,-2.5037109564583706,1.0,5.392323857379274,5.392323857379274,-2.0029687651666968,-2.0029687651666968,2661.160668074183,2659.9456530402854
94,18.8,0.8411938562439281,1268.627437639159,146.75324024860822,-2.24508093379719,1.0,5.402597207458246,5.402597207458246,-1.796064747037752,-1.796064747037752,2537.6449298412676,2571.731703919269
95,19.0,1.0,1279.0,147.8,-2.0,1.0,5.434,5.434,-1.6,-1.6,2619.5427742464612,2666.471070922433
96,19.200000000000003,1.0756792594778941,1286.8814467116695,149.8253594488502,-1.7946299819040676,1.0,5.494760783465506,5.494760783465506,-1.4357039855232543,-1.4357039855232543,2525.41902485295,2600.1138351588156
97,19.400000000000002,1.0854844014124516,1293.0705844646895,152.87700384639933,-1.6154217906454085,1.0,5.58631011539198,5.58631011539198,-1.2923374325163268,-1.2923374325163268,2830.149674731778,2833.4436526229742
98,19.6,1.0574499136080628,1298.7189988618745,156.94596851952338,-1.438898608434715,1.0,5.708379055585701,5.708379055585701,-1.1511188867477722,-1.1511188867477722,2755.480350378745,2793.7517976104295
99,19.8,1.0196102838691163,1304.9782755060398,162.02328879509827,-1.2415836174826804,1.0,5.860698663852948,5.860698663852948,-0.9932668939861444,-0.9932668939861444,2881.366278353283,2931.6497360194094
100,20.0,1.0,1313.0000000000002,168.1,-0.9999999999999998,1.0,6.042999999999999,6.042999999999999,-0.7999999999999998,-0.7999999999999998,2918.842294243534,2921.895737827383
101,20.200000000000003,1.017400783070259,1323.5769512560491,175.0826522098641,-0.6962200270613531,1.0,6.252479566295923,6.252479566295923,-0.5569760216490826,-0.5569760216490826,2991.91655645039,2972.631194982679
102,20.400000000000002,1.0535832872100628,1336.0666814243912,182.53985449536353,-0.33451232519739676,1.0,6.476195634860906,6.476195634860906,-0.26760986015791743,-0.26760986015791743,3119.54598354325,3167.6834803125344
103,20.6,1.0810653998147364,1349.4679359647087,189.95573067593094,0.0753053901972384,1.0,6.698671920277928,6.698671920277928,0.060244312157790726,0.060244312157790726,3179.3753090669907,3184.42493762964
104,20.8,1.0723650082796072,1362.779460336684,196.8144045709989,0.5234154037279158,1.0,6.904432137129967,6.904432137129967,0.4187323229823327,0.4187323229823327,3197.6790066391372,3229.3523753379727
105,21.0,1.0000000000000002,1375.0,202.60000000000002,0.9999999999999996,1.0,7.078,7.078,0.7999999999999997,0.7999999999999997,3376.076385306378,3367.575228206922
106,21.200000000000003,0.8467176082410692,1385.418748264135,206.94163171169384,1.4915100901495086,1.0,7.208248951350815,7.208248951350815,1.193208072119607,1.193208072119607,3569.9966967066803,3519.907648798433
107,21.400000000000002,0.6361824497472972,1394.4866898377481,210.04837817214704,1.969471091435018,1.0,7.301451345164411,7.301451345164411,1.5755768731480144,1.5755768731480144,3567.3878803676644,3571.0729853627263
108,21.6,0.40228848713299,1402.9452572792936,212.27430877675334,2.4016770476457765,1.0,7.3682292633026,7.3682292633026,1.9213416381166213,1.9213416381166213,3509.6431815874976,3489.7438809366427
109,21.8,0.17892968301245485,1411.5358831472258,213.97349292090647,2.7559220025710243,1.0,7.419204787627193,7.419204787627193,2.2047376020568197,2.2047376020568197,3544.578267056273,3493.5698177536424
110,22.0,-1.3877787807814457e-17,1421.0000000000002,215.49999999999997,3.0000000000000004,1.0,7.464999999999999,7.464999999999999,2.4000000000000004,2.4000000000000004,3550.077846910618,3612.618616242065
111,22.200000000000003,-0.1077175758960361,1431.915242060517,217.14623631022846,3.1104087967763183,1.0,7.514387089306854,7.514387089306854,2.4883270374210547,2.4883270374210547,3552.5716393480025,3520.6393670246493
112,22.400000000000002,-0.14588396509117973,1444.2040502094596,218.95795575098902,3.0984610019610757,1.0,7.56873867252967,7.56873867252967,2.4787688015688607,2.4787688015688607,3663.650682138828,3613.1743867420546
113,22.6,-0.1232710646069309,1457.6250669919596,220.9192491224799,2.9841729376697512,1.0,7.627577473674397,7.627577473674397,2.387338350135801,2.387338350135801,3699.4829254771585,3674.604552783053
114,22.8,-0.04865077146478741,1471.9369349531466,223.01420722489908,2.7875609260178176,1.0,7.690426216746972,7.690426216746972,2.230048740814254,2.230048740814254,3745.6417971607175,3695.7824181075175
115,23.0,0.06920501731375298,1486.8982966381514,225.2269208584446,2.5286412891207504,1.0,7.756807625753337,7.756807625753337,2.0229130312966004,2.0229130312966004,3859.0708514451353,3858.233122169012
116,23.200000000000003,0.2215244047071961,1502.267794592104,227.5414808233146,2.227430349094018,1.0,7.826244424699437,7.826244424699437,1.7819442792752147,1.7819442792752147,3770.475324572065,3760.840240913566
117,23.400000000000002,0.39953549369403835,1517.804071360135,229.94197791970703,1.9039444280531048,1.0,7.8982593375912105,7.8982593375912105,1.5231555424424839,1.5231555424424839,3874.7050918409686,3867.6076698079264
118,23.6,0.5944663872527849,1533.2657694873742,232.4125029478201,1.5781998481134818,1.0,7.972375088434602,7.972375088434602,1.2625598784907854,1.2625598784907854,3795.5425860868236,3857.371120427006
119,23.8,0.7975451883619379,1548.4115315189522,234.93714670785167,1.2702129313906219,1.0,8.04811440123555,8.04811440123555,1.0161703451124975,1.0161703451124975,3876.1484972334442,3847.502916127138
120,24.0,1.0,1563.0,237.5,1.0,1.0,8.125,8.125,0.8,0.8,3957.0783692971795,4005.718275825783
121,24.200000000000003,1.1919985137947355,1576.8626825761874,240.08792359123154,0.7827983453123156,1.0,8.202637707736946,8.202637707736946,0.6262386762498525,0.6262386762498525,4118.215420424475,4138.775634943425
122,24.400000000000002,1.359466775970934,1590.1225472953442,242.698858115587,0.6147291357191947,1.0,8.28096574346761,8.28096574346761,0.4917833085753558,0.4917833085753558,4147.66414270775,4213.4915862062435
123,24.6,1.4872704214026555,1602.9754273058422,245.33351417387573,0.48713450886747983,1.0,8.360005425216272,8.360005425216272,0.3897076070939839,0.3897076070939839,4074.1702364639214,4062.7845086511843
124,24.8,1.5602750849639544,1615.6171557560515,247.99260236690674,0.3913566024040183,1.0,8.4397780710072,8.4397780710072,0.31308528192321466,0.31308528192321466,4086.691173440137,4087.766192835351
125,25.0,1.563346401528888,1628.2435657943429,250.67683329548944,0.31873755397565695,1.0,8.520304998864683,8.520304998864683,0.2549900431805256,0.2549900431805256,4121.3093737963445,4133.602257786368
126,25.200000000000003,1.4813500059715083,1641.050490569087,253.38691756043303,0.26061950122924205,1.0,8.601607526812991,8.601607526812991,0.20849560098339365,0.20849560098339365,4361.720432945173,4384.028054804461
127,25.400000000000002,1.2991515331658745,1654.233763228654,256.1235657625466,0.2083445818116225,1.0,8.683706972876397,8.683706972876397,0.16667566544929802,0.16667566544929802,4259.681867575395,4291.387432080452
128,25.6,1.0016166179860413,1667.9892169214145,258.8874885026394,0.15325493336964421,1.0,8.766624655079182,8.766624655079182,0.12260394669571538,0.12260394669571538,4311.463348555448,4321.4813828656725
129,25.8,0.5736108953060641,1682.5126847957395,261.6793963815208,0.0866926935501543,1.0,8.850381891445624,8.850381891445624,0.06935415484012344,0.06935415484012344,4488.9232802381,4535.996297190283
130,26.0,-6.661338147750939e-16,1697.9999999999995,264.49999999999994,-8.326672684688674e-17,1.0,8.934999999999999,8.934999999999999,-6.66133814775094e-17,-6.66133814775094e-17,4511.068318700624,4476.189663158645
131,26.200000000000003,-0.7136957542954737,1714.521008113259,267.1655433571686,-0.10717344598540524,1.0,9.014966300715058,9.014966300715058,-0.0857387567883242,-0.0857387567883242,4532.732702840132,4552.752925443689
132,26.400000000000002,-1.4793373388930842,1731.6416044373564,268.75440404524846,-0.20194768851636605,1.0,9.062632121357453,9.062632121357453,-0.16155815081309285,-0.16155815081309285,4539.431606499222,4514.96791505676
133,26.6,-2.1881310463429626,1748.8016967048238,268.1604930547441,-0.24313520805462496,1.0,9.044814791642324,9.044814791642324,-0.19450816644369998,-0.19450816644369998,4499.213462167879,4480.271053802387
134,26.8,-2.731283169195228,1765.4411926481946,264.27772137615983,-0.18954848506192282,1.0,8.928331641284796,8.928331641284796,-0.15163878804953826,-0.15163878804953826,4431.877841027442,4453.336546754637
135,27.0,-3.0,1781.0000000000002,256.0,-1.6653345369377348e-16,1.0,8.68,8.68,-1.332267629550188e-16,-1.332267629550188e-16,4282.180280172759,4340.479140228533
136,27.200000000000003,-2.9221336312068673,1795.0541826645806,242.72064765818303,0.3472679103479134,1.0,8.28161942974549,8.28161942974549,0.2778143282783307,0.2778143282783307,4154.236498001019,4089.6048027653214
137,27.400000000000002,-2.5721193548633305,1807.7244292334994,225.83061404828493,0.7962934839125841,1.0,7.774918421448548,7.774918421448548,0.6370347871300673,0.6370347871300673,3835.96350968382,3848.5901926319334
138,27.6,-2.0610382629163597,1819.2675844701282,207.2202566092952,1.2716851023033,1.0,7.216607698278856,7.216607698278856,1.0173480818426401,1.0173480818426401,3355.371556366208,3404.216391725814
139,27.8,-1.4999714473129264,1829.940493137838,188.77993278020364,1.6980511471293442,1.0,6.663397983406109,6.663397983406109,1.3584409177034755,1.3584409177034755,3277.0153548731623,3256.24386663633
140,28.0,-0.9999999999999999,1839.9999999999995,172.39999999999998,2.0000000000000004,1.0,6.171999999999999,6.171999999999999,1.6000000000000005,1.6000000000000005,2910.5390062551696,2989.322899861261
141,28.200000000000003,-0.6457697208770502,1849.64626122842,159.54786601009826,2.126101804593773,1.0,5.786435980302947,5.786435980302947,1.7008814436750186,1.7008814436750186,2885.0836597206785,2880.6988513102774
142,28.400000000000002,-0.41618524165358245,1858.852678628647,149.99913976161102,2.120773752866049,1.0,5.49997419284833,5.49997419284833,1.6966190022928391,1.6966190022928391,2770.0079074901864,2711.0561841083104
